Timestamp,Actual SPL (dB),Rate of Change,"Label (1=problematic,0=not problematic)",Target Value
2025-03-29 05:26:38,31.907387,-0.047195435,0,31.907387
2025-03-29 05:26:38,31.13906,-0.7683277,0,31.13906
2025-03-29 05:26:39,31.14952,0.010461807,0,31.14952
2025-03-29 05:26:39,29.986677,-1.1628437,0,29.986677
2025-03-29 05:26:39,30.54126,0.5545826,0,30.54126
2025-03-29 05:26:39,31.038334,0.49707413,0,31.038334
2025-03-29 05:26:39,31.940891,0.9025574,0,31.940891
2025-03-29 05:26:39,31.694199,-0.24669266,0,31.694199
2025-03-29 05:26:39,31.574791,-0.119407654,0,31.574791
2025-03-29 05:26:39,30.69274,-0.88205147,0,30.69274
2025-03-29 05:26:39,29.232084,-1.4606552,0,29.232084
2025-03-29 05:26:39,29.975685,0.74360085,0,29.975685
2025-03-29 05:26:39,32.61918,2.6434937,0,32.61918
2025-03-29 05:26:39,30.712715,-1.9064636,0,30.712715
2025-03-29 05:26:39,30.953259,0.24054337,0,30.953259
2025-03-29 05:26:39,31.01405,0.060791016,0,31.01405
2025-03-29 05:26:39,31.025787,0.0117378235,0,31.025787
2025-03-29 05:26:39,31.194427,0.16864014,0,31.194427
2025-03-29 05:26:39,32.411156,1.2167282,0,32.411156
2025-03-29 05:26:39,31.90863,-0.5025253,0,31.90863
2025-03-29 05:26:39,31.72804,-0.18058968,0,31.72804
2025-03-29 05:26:39,30.94739,-0.7806511,0,30.94739
2025-03-29 05:26:39,31.23308,0.2856903,0,31.23308
2025-03-29 05:26:39,31.166557,-0.0665226,0,31.166557
2025-03-29 05:26:40,32.248062,1.0815048,0,32.248062
2025-03-29 05:26:40,31.413994,-0.8340683,0,31.413994
2025-03-29 05:26:40,31.2406,-0.17339325,0,31.2406
2025-03-29 05:26:40,32.007908,0.7673073,0,32.007908
2025-03-29 05:26:40,31.424284,-0.5836239,0,31.424284
2025-03-29 05:26:40,31.565243,0.14095879,0,31.565243
2025-03-29 05:26:40,31.880203,0.31496048,0,31.880203
2025-03-29 05:26:40,31.66016,-0.22004318,0,31.66016
2025-03-29 05:26:40,33.255486,1.5953255,0,33.255486
2025-03-29 05:26:40,32.797585,-0.457901,0,32.797585
2025-03-29 05:26:40,31.433968,-1.363617,0,31.433968
2025-03-29 05:26:40,31.870945,0.4369774,0,31.870945
2025-03-29 05:26:40,32.24109,0.3701439,0,32.24109
2025-03-29 05:26:40,32.482567,0.24147797,0,32.482567
2025-03-29 05:26:40,31.746971,-0.7355957,0,31.746971
2025-03-29 05:26:40,31.694286,-0.052684784,0,31.694286
2025-03-29 05:26:40,32.057777,0.36349106,0,32.057777
2025-03-29 05:26:40,30.847279,-1.2104988,0,30.847279
2025-03-29 05:26:40,30.697628,-0.14965057,0,30.697628
2025-03-29 05:26:40,31.217344,0.51971626,0,31.217344
2025-03-29 05:26:40,30.063293,-1.1540508,0,30.063293
2025-03-29 05:26:40,32.094826,2.0315323,0,32.094826
2025-03-29 05:26:41,32.530518,0.43569183,0,32.530518
2025-03-29 05:26:41,30.546879,-1.9836388,0,30.546879
2025-03-29 05:26:41,30.343094,-0.20378494,0,30.343094
2025-03-29 05:26:41,30.751783,0.4086895,0,30.751783
2025-03-29 05:26:41,31.266594,0.51481056,0,31.266594
2025-03-29 05:26:41,31.493494,0.2269001,0,31.493494
2025-03-29 05:26:41,31.32371,-0.16978455,0,31.32371
2025-03-29 05:26:41,31.395245,0.07153511,0,31.395245
2025-03-29 05:26:41,31.472908,0.07766342,0,31.472908
2025-03-29 05:26:41,29.985542,-1.4873657,0,29.985542
2025-03-29 05:26:41,30.13975,0.15420723,0,30.13975
2025-03-29 05:26:41,29.31198,-0.82777023,0,29.31198
2025-03-29 05:26:41,30.96801,1.6560307,0,30.96801
2025-03-29 05:26:41,32.25152,1.2835083,0,32.25152
2025-03-29 05:26:41,31.294,-0.9575176,0,31.294
2025-03-29 05:26:41,31.99506,0.70105934,0,31.99506
2025-03-29 05:26:41,30.264774,-1.7302856,0,30.264774
2025-03-29 05:26:41,29.590572,-0.67420197,0,29.590572
2025-03-29 05:26:41,30.492817,0.90224457,0,30.492817
2025-03-29 05:26:41,31.086119,0.5933018,0,31.086119
2025-03-29 05:26:41,30.184086,-0.90203285,0,30.184086
2025-03-29 05:26:42,31.93256,1.7484741,0,31.93256
2025-03-29 05:26:42,30.48563,-1.4469299,0,30.48563
2025-03-29 05:26:42,29.175016,-1.3106136,0,29.175016
2025-03-29 05:26:42,30.425318,1.2503014,0,30.425318
2025-03-29 05:26:42,30.862797,0.43747902,0,30.862797
2025-03-29 05:26:42,31.520603,0.6578064,0,31.520603
2025-03-29 05:26:42,31.73068,0.21007729,0,31.73068
2025-03-29 05:26:42,31.670422,-0.060258865,0,31.670422
2025-03-29 05:26:42,30.85339,-0.81703186,0,30.85339
2025-03-29 05:26:42,32.34278,1.4893913,0,32.34278
2025-03-29 05:26:42,29.697779,-2.6450024,0,29.697779
2025-03-29 05:26:42,31.248224,1.5504456,0,31.248224
2025-03-29 05:26:42,31.698639,0.45041466,0,31.698639
2025-03-29 05:26:42,31.165207,-0.533432,0,31.165207
2025-03-29 05:26:42,31.28999,0.12478256,0,31.28999
2025-03-29 05:26:42,30.581112,-0.70887756,0,30.581112
2025-03-29 05:26:42,31.997908,1.4167957,0,31.997908
2025-03-29 05:26:42,31.994434,-0.0034732819,0,31.994434
2025-03-29 05:26:42,31.55167,-0.44276428,0,31.55167
2025-03-29 05:26:42,31.31051,-0.24115944,0,31.31051
2025-03-29 05:26:42,31.444687,0.13417625,0,31.444687
2025-03-29 05:26:42,33.194756,1.7500687,0,33.194756
2025-03-29 05:26:43,32.225075,-0.9696808,0,32.225075
2025-03-29 05:26:43,31.149555,-1.0755196,0,31.149555
2025-03-29 05:26:43,31.713411,0.5638561,0,31.713411
2025-03-29 05:26:43,32.17195,0.45853996,0,32.17195
2025-03-29 05:26:43,30.416353,-1.7555981,0,30.416353
2025-03-29 05:26:43,29.81015,-0.6062031,0,29.81015
2025-03-29 05:26:43,31.3288,1.51865,0,31.3288
2025-03-29 05:26:43,30.836437,-0.49236298,0,30.836437
2025-03-29 05:26:43,30.619184,-0.21725273,0,30.619184
2025-03-29 05:26:43,32.422634,1.8034496,0,32.422634
2025-03-29 05:26:43,30.481747,-1.9408875,0,30.481747
2025-03-29 05:26:43,30.661415,0.17966843,0,30.661415
2025-03-29 05:26:43,31.573267,0.9118519,0,31.573267
2025-03-29 05:26:43,31.472157,-0.10111046,0,31.472157
2025-03-29 05:26:43,31.72913,0.25697327,0,31.72913
2025-03-29 05:26:43,31.09964,-0.6294899,0,31.09964
2025-03-29 05:26:43,31.479115,0.37947464,0,31.479115
2025-03-29 05:26:43,31.029903,-0.44921112,0,31.029903
2025-03-29 05:26:43,30.77842,-0.25148392,0,30.77842
2025-03-29 05:26:43,31.438292,0.65987206,0,31.438292
2025-03-29 05:26:43,31.176224,-0.2620678,0,31.176224
2025-03-29 05:26:44,30.72548,-0.45074463,0,30.72548
2025-03-29 05:26:44,31.38639,0.66091156,0,31.38639
2025-03-29 05:26:44,32.113922,0.72753143,0,32.113922
2025-03-29 05:26:44,32.900326,0.78640366,0,32.900326
2025-03-29 05:26:44,30.852264,-2.0480614,0,30.852264
2025-03-29 05:26:44,31.035583,0.18331909,0,31.035583
2025-03-29 05:26:44,30.914742,-0.12084198,0,30.914742
2025-03-29 05:26:44,32.38873,1.4739876,0,32.38873
2025-03-29 05:26:44,31.291203,-1.0975266,0,31.291203
2025-03-29 05:26:44,31.217556,-0.073646545,0,31.217556
2025-03-29 05:26:44,31.218086,0.0005302429,0,31.218086
2025-03-29 05:26:44,30.836159,-0.3819275,0,30.836159
2025-03-29 05:26:44,30.569952,-0.26620674,0,30.569952
2025-03-29 05:26:44,30.511026,-0.05892563,0,30.511026
2025-03-29 05:26:44,31.408558,0.8975315,0,31.408558
2025-03-29 05:26:44,31.894009,0.48545074,0,31.894009
2025-03-29 05:26:44,30.7318,-1.1622086,0,30.7318
2025-03-29 05:26:44,30.845898,0.114097595,0,30.845898
2025-03-29 05:26:44,31.492233,0.6463356,0,31.492233
2025-03-29 05:26:44,30.029655,-1.4625778,0,30.029655
2025-03-29 05:26:44,30.532726,0.50307083,0,30.532726
2025-03-29 05:26:44,31.577642,1.0449162,0,31.577642
2025-03-29 05:26:45,32.056877,0.4792347,0,32.056877
2025-03-29 05:26:45,32.996414,0.93953705,0,32.996414
2025-03-29 05:26:45,32.282005,-0.7144089,0,32.282005
2025-03-29 05:26:45,30.748077,-1.5339279,0,30.748077
2025-03-29 05:26:45,31.562271,0.8141937,0,31.562271
2025-03-29 05:26:45,32.78128,1.2190094,0,32.78128
2025-03-29 05:26:45,32.86734,0.08605957,0,32.86734
2025-03-29 05:26:45,33.98726,1.1199188,0,33.98726
2025-03-29 05:26:45,35.25766,1.270401,0,35.25766
2025-03-29 05:26:45,36.66469,1.4070282,0,36.66469
2025-03-29 05:26:45,35.460068,-1.2046204,0,35.460068
2025-03-29 05:26:45,34.23494,-1.2251282,0,34.23494
2025-03-29 05:26:45,34.008408,-0.22653198,0,34.008408
2025-03-29 05:26:45,33.155003,-0.853405,0,33.155003
2025-03-29 05:26:45,32.509277,-0.64572525,0,32.509277
2025-03-29 05:26:45,32.088318,-0.42095947,0,32.088318
2025-03-29 05:26:45,33.21551,1.1271935,0,33.21551
2025-03-29 05:26:45,32.658997,-0.55651474,0,32.658997
2025-03-29 05:26:45,31.806192,-0.8528042,0,31.806192
2025-03-29 05:26:45,33.71601,1.9098186,0,33.71601
2025-03-29 05:26:45,36.232006,2.515995,0,36.232006
2025-03-29 05:26:46,32.706413,-3.5255928,0,32.706413
2025-03-29 05:26:46,32.785847,0.07943344,0,32.785847
2025-03-29 05:26:46,32.256042,-0.5298042,0,32.256042
2025-03-29 05:26:46,31.1343,-1.1217422,0,31.1343
2025-03-29 05:26:46,30.826225,-0.30807495,0,30.826225
2025-03-29 05:26:46,32.94948,2.1232529,0,32.94948
2025-03-29 05:26:46,32.868202,-0.08127594,0,32.868202
2025-03-29 05:26:46,30.765461,-2.1027412,0,30.765461
2025-03-29 05:26:46,32.188797,1.423336,0,32.188797
2025-03-29 05:26:46,31.744556,-0.44424057,0,31.744556
2025-03-29 05:26:46,32.76703,1.0224724,0,32.76703
2025-03-29 05:26:46,33.148426,0.38139725,0,33.148426
2025-03-29 05:26:46,32.231213,-0.91721344,0,32.231213
2025-03-29 05:26:46,30.247221,-1.9839916,0,30.247221
2025-03-29 05:26:46,30.485317,0.23809624,0,30.485317
2025-03-29 05:26:46,31.442568,0.9572506,0,31.442568
2025-03-29 05:26:46,32.43479,0.99222374,0,32.43479
2025-03-29 05:26:46,31.277817,-1.1569748,0,31.277817
2025-03-29 05:26:46,32.308617,1.0307999,0,32.308617
2025-03-29 05:26:46,31.532085,-0.7765312,0,31.532085
2025-03-29 05:26:46,32.658623,1.1265373,0,32.658623
2025-03-29 05:26:46,31.71237,-0.9462528,0,31.71237
2025-03-29 05:26:47,30.87782,-0.83455086,0,30.87782
2025-03-29 05:26:47,31.514357,0.63653755,0,31.514357
2025-03-29 05:26:47,31.212135,-0.3022213,0,31.212135
2025-03-29 05:26:47,34.28215,3.070015,0,34.28215
2025-03-29 05:26:47,32.847878,-1.4342728,0,32.847878
2025-03-29 05:26:47,30.822191,-2.0256863,0,30.822191
2025-03-29 05:26:47,30.937206,0.11501503,0,30.937206
2025-03-29 05:26:47,34.13241,3.1952019,0,34.13241
2025-03-29 05:26:47,38.77752,4.645111,0,38.77752
2025-03-29 05:26:47,34.22982,-4.547699,0,34.22982
2025-03-29 05:26:47,32.210762,-2.0190582,0,32.210762
2025-03-29 05:26:47,35.12642,2.915657,0,35.12642
2025-03-29 05:26:47,43.338905,8.212486,0,43.338905
2025-03-29 05:26:47,36.35726,-6.9816437,0,36.35726
2025-03-29 05:26:47,53.39673,17.039467,0,53.39673
2025-03-29 05:26:47,46.19322,-7.2035103,0,46.19322
2025-03-29 05:26:47,38.75996,-7.433258,0,38.75996
2025-03-29 05:26:47,37.447395,-1.3125648,0,37.447395
2025-03-29 05:26:47,50.009422,12.562027,0,50.009422
2025-03-29 05:26:47,49.81418,-0.19524384,0,49.81418
2025-03-29 05:26:47,41.304863,-8.5093155,0,41.304863
2025-03-29 05:26:48,36.856766,-4.448097,0,36.856766
2025-03-29 05:26:48,35.98219,-0.87457657,0,35.98219
2025-03-29 05:26:48,37.797375,1.8151855,0,37.797375
2025-03-29 05:26:48,35.459904,-2.337471,0,35.459904
2025-03-29 05:26:48,34.77333,-0.686573,0,34.77333
2025-03-29 05:26:48,36.537968,1.764637,0,36.537968
2025-03-29 05:26:48,34.985283,-1.5526848,0,34.985283
2025-03-29 05:26:48,33.849068,-1.1362152,0,33.849068
2025-03-29 05:26:48,32.217518,-1.6315498,0,32.217518
2025-03-29 05:26:48,31.210806,-1.006712,0,31.210806
2025-03-29 05:26:48,32.826668,1.6158619,0,32.826668
2025-03-29 05:26:48,32.39028,-0.4363861,0,32.39028
2025-03-29 05:26:48,32.849518,0.45923615,0,32.849518
2025-03-29 05:26:48,33.8363,0.9867821,0,33.8363
2025-03-29 05:26:48,31.962257,-1.8740425,0,31.962257
2025-03-29 05:26:48,32.096535,0.13427734,0,32.096535
2025-03-29 05:26:48,32.559765,0.46323013,0,32.559765
2025-03-29 05:26:48,30.571396,-1.988369,0,30.571396
2025-03-29 05:26:48,31.364534,0.7931385,0,31.364534
2025-03-29 05:26:48,31.772446,0.4079113,0,31.772446
2025-03-29 05:26:48,31.656261,-0.116184235,0,31.656261
2025-03-29 05:26:49,31.152142,-0.5041199,0,31.152142
2025-03-29 05:26:49,32.053513,0.901371,0,32.053513
2025-03-29 05:26:49,32.907436,0.8539238,0,32.907436
2025-03-29 05:26:49,33.19377,0.286335,0,33.19377
2025-03-29 05:26:49,32.943214,-0.25055695,0,32.943214
2025-03-29 05:26:49,31.31395,-1.6292648,0,31.31395
2025-03-29 05:26:49,31.849194,0.535244,0,31.849194
2025-03-29 05:26:49,31.459404,-0.38978958,0,31.459404
2025-03-29 05:26:49,32.084297,0.6248932,0,32.084297
2025-03-29 05:26:49,33.42551,1.3412132,0,33.42551
2025-03-29 05:26:49,33.054398,-0.37111282,0,33.054398
2025-03-29 05:26:49,34.511787,1.4573898,0,34.511787
2025-03-29 05:26:49,33.820496,-0.6912918,0,33.820496
2025-03-29 05:26:49,32.16063,-1.6598663,0,32.16063
2025-03-29 05:26:49,32.375435,0.2148056,0,32.375435
2025-03-29 05:26:49,44.855095,12.47966,0,44.855095
2025-03-29 05:26:49,49.102028,4.246933,0,49.102028
2025-03-29 05:26:49,42.49339,-6.608639,0,42.49339
2025-03-29 05:26:49,37.16076,-5.33263,0,37.16076
2025-03-29 05:26:49,33.766533,-3.394226,0,33.766533
2025-03-29 05:26:49,33.375877,-0.39065552,0,33.375877
2025-03-29 05:26:49,32.77397,-0.6019058,0,32.77397
2025-03-29 05:26:50,32.63616,-0.13780975,0,32.63616
2025-03-29 05:26:50,33.73225,1.0960884,0,33.73225
2025-03-29 05:26:50,31.375984,-2.356266,0,31.375984
2025-03-29 05:26:50,32.437267,1.0612831,0,32.437267
2025-03-29 05:26:50,30.498285,-1.938982,0,30.498285
2025-03-29 05:26:50,31.504335,1.0060501,0,31.504335
2025-03-29 05:26:50,31.746075,0.24173927,0,31.746075
2025-03-29 05:26:50,31.478155,-0.26791954,0,31.478155
2025-03-29 05:26:50,32.081013,0.6028576,0,32.081013
2025-03-29 05:26:50,31.028896,-1.0521164,0,31.028896
2025-03-29 05:26:50,31.45798,0.42908287,0,31.45798
2025-03-29 05:26:50,31.387165,-0.07081413,0,31.387165
2025-03-29 05:26:50,32.15264,0.7654762,0,32.15264
2025-03-29 05:26:50,31.170435,-0.98220634,0,31.170435
2025-03-29 05:26:50,32.581154,1.4107189,0,32.581154
2025-03-29 05:26:50,33.31341,0.73225784,0,33.31341
2025-03-29 05:26:50,32.165165,-1.1482468,0,32.165165
2025-03-29 05:26:50,31.620804,-0.5443611,0,31.620804
2025-03-29 05:26:50,32.715805,1.0950012,0,32.715805
2025-03-29 05:26:50,34.88942,2.1736145,0,34.88942
2025-03-29 05:26:50,35.406948,0.51752853,0,35.406948
2025-03-29 05:26:51,35.022305,-0.38464355,0,35.022305
2025-03-29 05:26:51,33.030144,-1.9921608,0,33.030144
2025-03-29 05:26:51,31.528952,-1.5011921,0,31.528952
2025-03-29 05:26:51,31.875956,0.34700394,0,31.875956
2025-03-29 05:26:51,30.74318,-1.1327763,0,30.74318
2025-03-29 05:26:51,32.021973,1.2787933,0,32.021973
2025-03-29 05:26:51,32.067196,0.045223236,0,32.067196
2025-03-29 05:26:51,31.579035,-0.4881611,0,31.579035
2025-03-29 05:26:51,32.184868,0.60583305,0,32.184868
2025-03-29 05:26:51,33.840195,1.6553268,0,33.840195
2025-03-29 05:26:51,37.275913,3.4357185,0,37.275913
2025-03-29 05:26:51,34.25991,-3.0160027,0,34.25991
2025-03-29 05:26:51,33.35209,-0.90782166,0,33.35209
2025-03-29 05:26:51,32.81846,-0.5336304,0,32.81846
2025-03-29 05:26:51,35.966812,3.1483536,0,35.966812
2025-03-29 05:26:51,35.762066,-0.20474625,0,35.762066
2025-03-29 05:26:51,33.691334,-2.070732,0,33.691334
2025-03-29 05:26:51,32.19303,-1.4983025,0,32.19303
2025-03-29 05:26:51,31.63186,-0.5611706,0,31.63186
2025-03-29 05:26:51,33.215607,1.583746,0,33.215607
2025-03-29 05:26:51,32.300137,-0.9154701,0,32.300137
2025-03-29 05:26:51,31.906528,-0.3936081,0,31.906528
2025-03-29 05:26:52,30.162287,-1.7442417,0,30.162287
2025-03-29 05:26:52,30.950321,0.78803444,0,30.950321
2025-03-29 05:26:52,32.19708,1.2467575,0,32.19708
2025-03-29 05:26:52,31.862507,-0.33457184,0,31.862507
2025-03-29 05:26:52,32.326553,0.46404648,0,32.326553
2025-03-29 05:26:52,31.079367,-1.2471867,0,31.079367
2025-03-29 05:26:52,32.144913,1.065546,0,32.144913
2025-03-29 05:26:52,30.516731,-1.6281815,0,30.516731
2025-03-29 05:26:52,31.895668,1.3789368,0,31.895668
2025-03-29 05:26:52,32.475563,0.579895,0,32.475563
2025-03-29 05:26:52,31.966698,-0.50886536,0,31.966698
2025-03-29 05:26:52,31.11654,-0.8501568,0,31.11654
2025-03-29 05:26:52,30.9922,-0.12434006,0,30.9922
2025-03-29 05:26:52,32.141846,1.1496449,0,32.141846
2025-03-29 05:26:52,32.383293,0.24144745,0,32.383293
2025-03-29 05:26:52,31.886696,-0.4965973,0,31.886696
2025-03-29 05:26:52,34.69227,2.8055725,0,34.69227
2025-03-29 05:26:52,32.120937,-2.571331,0,32.120937
2025-03-29 05:26:52,33.234028,1.1130905,0,33.234028
2025-03-29 05:26:52,32.874638,-0.35939026,0,32.874638
